frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[1187.0972900390625 77.4284439086914 1374.86474609375 768.4464111328125],[803.5983276367188 612.0067749023438 1095.275390625 708.5033569335938],0.7066230773925781,SL 2593LM,0.3877934260238132
